call_type_a,call_type_b,call_type_c,ORIGIN_CALL,ORIGIN_STAND,MISSING_DATA,lon_1st,lat_1st,delta_lon,delta_lat,lon_last,lat_last
0,0,1,1,1,1,-8.613954,41.142825,0.016208999999999918,0.044846999999997195,-8.597745,41.187672
1,0,0,1,1,1,-8.608392,41.16978,-0.017504999999999882,-0.01117800000000102,-8.625897,41.158602
1,0,0,1,1,1,-8.660907,41.15295,-0.01625399999999999,-0.0003239999999991028,-8.677161,41.152626
0,1,0,1,1,1,-8.619759,41.147982,0.014841000000000548,0.0039420000000021105,-8.604918,41.151924
0,1,0,1,1,1,-8.585829,41.148369,-0.043884000000000256,0.007127999999994472,-8.629713,41.155497
0,1,0,1,1,1,-8.612271,41.172759,0.010044000000000608,-0.021951000000001386,-8.602227,41.150808
0,0,1,1,1,1,-8.601957,41.146137,-0.013238999999998668,-0.0005220000000036862,-8.615196,41.145615
0,0,1,1,1,1,-8.610705,41.145633,-0.019944000000000628,0.009117000000003372,-8.630649,41.15475
0,1,0,1,1,1,-8.610903,41.145696,0.010277999999999565,-0.0010350000000016735,-8.600625,41.144661
1,0,0,1,1,1,-8.598645,41.165226,0.009171000000000262,0.0006570000000039045,-8.589474,41.165883
0,0,1,1,1,1,-8.606772,41.153571,-0.006858000000001141,-0.012087000000001069,-8.61363,41.141484
1,0,0,1,1,1,-8.607816,41.166585,0.003771000000000413,0.016010999999998887,-8.604045,41.182596
1,0,0,1,1,1,-8.587521,41.149179,-6.299999999903605e-05,9.000000000014552e-05,-8.587584,41.149269
0,1,0,1,1,1,-8.629011,41.160987,0.018971999999999767,-0.019979999999996778,-8.610039,41.141007
0,0,1,1,1,1,-8.577027,41.194944,-0.02832300000000032,0.03289500000000345,-8.60535,41.227839
1,0,0,1,1,1,-8.622414,41.147199,0.024164999999999992,0.014670000000002403,-8.598249,41.161869
0,1,0,1,1,1,-8.654742,41.17356,-0.035838000000000036,0.04106699999999819,-8.69058,41.214627
1,0,0,1,1,1,-8.585316,41.194638,-0.0276929999999993,-0.008675999999994133,-8.613009,41.185962
1,0,0,1,1,1,-8.625429,41.157153,0.018323999999999785,-0.01205099999999959,-8.607105,41.145102
0,0,1,1,1,1,-8.61273,41.147379,-0.05757299999999965,0.09031499999999681,-8.670303,41.237694
1,0,0,1,1,1,-8.640738,41.160033,0.02726100000000109,-0.018540000000001555,-8.613477,41.141493
0,0,1,1,1,1,-8.590923,41.18157,-0.021914999999999907,-0.018585000000001628,-8.612838,41.162985
0,0,1,1,1,1,-8.616195,41.145111,0.002213999999998606,-0.01117800000000102,-8.613981,41.133933
0,0,1,1,1,1,-8.616537,41.140485,0.06680699999999895,0.0018450000000029831,-8.54973,41.14233
0,1,0,1,1,1,-8.612523,41.145957,-0.012114000000000402,0.08593199999999968,-8.624637,41.231889
0,1,0,1,1,1,-8.606556,41.144679,-0.02290499999999973,0.012195000000005507,-8.629461,41.156874
0,1,0,1,1,1,-8.58564,41.148522,-0.0720900000000011,0.03303000000000367,-8.65773,41.181552
0,1,0,1,1,1,-8.585622,41.148612,-0.002114999999999867,0.022347000000003447,-8.587737,41.170959
0,0,1,1,1,1,-8.58798,41.147262,6.30000000008124e-05,9.000000000014552e-05,-8.587917,41.147352
0,1,0,1,1,1,-8.656839,41.161464,0.025596000000000174,-0.0029609999999991032,-8.631243,41.158503
0,0,1,1,1,1,-8.584326,41.163129,-0.015245999999999427,-0.01621799999999496,-8.599572,41.146911
0,1,0,1,1,1,-8.628291,41.157405,0.01856700000000089,0.0023940000000024497,-8.609724,41.159799
0,0,1,1,1,1,-8.612559,41.145975,0.005795999999998358,0.00751499999999794,-8.606763,41.15349
0,1,0,1,1,1,-8.612478,41.14584,-0.05073300000000103,0.024110999999997773,-8.663211,41.169951
0,1,0,1,1,1,-8.630757,41.154975,-0.039573000000000746,0.08271899999999732,-8.67033,41.237694
0,1,0,1,1,1,-8.630595,41.154831,0.01683899999999916,-0.004967999999998085,-8.613756,41.149863
0,0,1,1,1,1,-8.620722,41.14584,-0.02087099999999964,0.014102999999998644,-8.641593,41.159943
1,0,0,1,1,1,-8.624088,41.164344,0.014345999999999748,-0.015804000000002816,-8.609742,41.14854
0,0,1,1,1,1,-8.610867,41.148,0.007119000000001208,0.025658999999997434,-8.603748,41.173659
0,1,0,1,1,1,-8.607069,41.150295,-0.033066000000001594,0.00953100000000262,-8.640135,41.159826
0,1,0,1,1,1,-8.627751,41.175405,0.00913500000000056,-0.02705399999999969,-8.618616,41.148351
0,1,0,1,1,1,-8.64954,41.167287,0.00775800000000082,-0.007362000000000535,-8.641782,41.159925
0,1,0,1,1,1,-8.627733,41.175414,-0.0023850000000003035,-0.013500000000000512,-8.630118,41.161914
1,0,0,1,1,1,-8.672166,41.149035,0.09865800000000036,-0.0015390000000010673,-8.573508,41.147496
1,0,0,1,1,1,-8.650161,41.158089,0.04142700000000055,-0.010728000000000293,-8.608734,41.147361
0,1,0,1,1,1,-8.630496,41.154795,0.017685000000000173,-0.014364000000000487,-8.612811,41.140431
0,1,0,1,1,1,-8.599257,41.149179,-0.0006930000000000547,0.0001980000000045834,-8.59995,41.149377
0,1,0,1,1,1,-8.632386,41.164398,-0.035064000000000206,-0.012878999999998086,-8.66745,41.151519
0,0,1,1,1,1,-8.647731,41.150601,0.029835000000000278,-0.0033390000000039777,-8.617896,41.147262
0,0,1,1,1,1,-8.66034,41.150097,-0.01687500000000064,0.002537999999994156,-8.677215,41.152635
0,0,1,1,1,1,-8.655678,41.162121,0.05008499999999927,0.02232000000000056,-8.605593,41.184441
0,1,0,1,1,1,-8.584209,41.163066,-0.0009899999999998244,0.016353000000002282,-8.585199,41.179419
0,0,1,1,1,1,-8.609958,41.150961,-0.004760999999998461,0.016145999999999106,-8.614719,41.167107
0,1,0,1,1,1,-8.640153,41.159772,-0.047727000000000075,0.008163000000003251,-8.68788,41.167935
0,1,0,1,1,1,-8.630442,41.154642,-0.03943799999999875,-0.0001980000000045834,-8.66988,41.154444
0,0,1,1,1,1,-8.674173,41.153814,0.022508999999999446,-0.0007109999999954653,-8.651664,41.153103
0,1,0,1,1,1,-8.60877,41.147757,0.006804000000000698,0.009387000000003809,-8.601966,41.157144
1,0,0,1,1,1,-8.646669,41.158701,0.03543299999999938,-0.012537000000001797,-8.611236,41.146164
0,1,0,1,1,1,-8.639784,41.159799,-0.05008499999999927,0.018900000000002137,-8.689869,41.178699
1,0,0,1,1,1,-8.603487,41.169285,0.09667799999999893,-0.0062910000000044874,-8.506809,41.162994
1,0,0,1,1,1,-8.599905,41.167089,-0.02430900000000058,0.0002610000000018431,-8.624214,41.16735
0,1,0,1,1,1,-8.617689,41.146173,-0.0033209999999996853,0.003852000000001965,-8.62101,41.150025
1,0,0,1,1,1,-8.619921,41.181525,0.007595999999999492,-0.03338099999999855,-8.612325,41.148144
0,1,0,1,1,1,-8.585658,41.148522,-0.02365200000000023,0.017667000000002986,-8.60931,41.166189
0,0,1,1,1,1,-8.610957,41.162724,-0.0017279999999999518,-0.024867000000000417,-8.612685,41.137857
0,1,0,1,1,1,-8.614017,41.141115,-0.05598900000000029,0.09618300000000346,-8.670006,41.237298
0,1,0,1,1,1,-8.632332,41.164425,-0.02261700000000033,0.013581000000002064,-8.654949,41.178006
0,1,0,1,1,1,-8.639883,41.159763,-0.014526000000000039,0.021213000000003035,-8.654409,41.180976
1,0,0,1,1,1,-8.611974,41.154588,0.001898999999999873,0.0001980000000045834,-8.610075,41.154786
0,1,0,1,1,1,-8.61984,41.148036,0.0213479999999997,0.0007110000000025707,-8.598492,41.148747
1,0,0,1,1,1,-8.609337,41.182029,-0.040571999999999164,-0.027872999999999593,-8.649909,41.154156
0,1,0,1,1,1,-8.606475,41.144571,-0.0005220000000001335,0.0219239999999985,-8.606997,41.166495
0,0,1,1,1,1,-8.585667,41.148648,0.0012060000000015947,0.012194999999998402,-8.584461,41.160843
0,1,0,1,1,1,-8.612649,41.145966,-0.007677000000001044,0.0133560000000017,-8.620326,41.159322
0,0,1,1,1,1,-8.666118,41.170482,0.002124000000000237,-0.014220000000001676,-8.663994,41.156262
0,1,0,1,1,1,-8.610705,41.145777,-0.01550700000000127,0.012896999999995273,-8.626212,41.158674
1,0,0,1,1,1,-8.61021,41.168124,0.013257000000001185,-0.0028980000000018435,-8.596953,41.165226
1,0,0,1,1,1,-8.619876,41.164911,-0.008720999999999535,0.006480000000003372,-8.628597,41.171391
1,0,0,1,1,1,-8.616411,41.178483,0.0010259999999995273,-0.03123899999999935,-8.615385,41.147244
0,1,0,1,1,1,-8.649504,41.16726,0.056357999999999464,0.0027450000000044383,-8.593146,41.170005
0,0,1,1,1,1,-8.645643,41.130414,0.005651999999999546,0.02925899999999615,-8.639991,41.159673
0,0,1,1,1,1,-8.628822,41.160861,-0.06593400000000038,0.023616000000004078,-8.694756,41.184477
1,0,0,1,1,1,-8.603604,41.180004,-1.799999999896329e-05,9.000000005698894e-06,-8.603622,41.180013
0,1,0,1,1,1,-8.649486,41.154309,0.03601800000000033,-0.0067680000000009954,-8.613468,41.147541
0,0,1,1,1,1,-8.62812,41.161284,-0.054414000000001295,0.01581300000000141,-8.682534,41.177097
0,1,0,1,1,1,-8.569827,41.166054,-0.0017010000000006187,0.0,-8.571528,41.166054
0,1,0,1,1,1,-8.607105,41.150268,0.026199000000000083,-0.005364000000000146,-8.580906,41.144904
0,0,1,1,1,1,-8.613189,41.164155,0.011186999999999614,0.015434999999996535,-8.602002,41.17959
0,0,1,1,1,1,-8.605215,41.162895,-0.005228999999999928,-0.009323999999999444,-8.610444,41.153571
0,1,0,1,1,1,-8.599257,41.149152,-0.0034469999999995338,0.018287999999998306,-8.602704,41.16744
0,0,1,1,1,1,-8.61759,41.146137,0.009485999999998995,-0.0049680000000051905,-8.608104,41.141169
0,1,0,1,1,1,-8.656812,41.161455,0.03960900000000045,-0.014237999999998863,-8.617203,41.147217
1,0,0,1,1,1,-8.601885,41.169969,0.013085999999999487,-0.0044010000000014315,-8.588799,41.165568
0,0,1,1,1,1,-8.619885,41.147991,0.027927000000000035,0.015066000000004465,-8.591958,41.163057
0,1,0,1,1,1,-8.610957,41.149485,0.006786000000001735,0.011655000000004634,-8.604171,41.16114
0,1,0,1,1,1,-8.619795,41.148027,-0.014903999999999584,0.018737999999999033,-8.634699,41.166765
0,1,0,1,1,1,-8.630766,41.154831,-0.051137999999999906,0.006039000000001238,-8.681904,41.16087
0,1,0,1,1,1,-8.569728,41.16609,0.02302199999999921,-0.013157999999997116,-8.546706,41.152932
0,0,1,1,1,1,-8.656821,41.161482,0.05497200000000113,0.01805399999999935,-8.601849,41.179536
0,0,1,1,1,1,-8.613558,41.147343,0.007496999999998977,-0.02499300000000204,-8.606061,41.12235
1,0,0,1,1,1,-8.595747,41.16348,-0.030096000000000345,-0.0060209999999969455,-8.625843,41.157459
0,1,0,1,1,1,-8.612595,41.145984,-0.06233399999999989,0.0036810000000002674,-8.674929,41.149665
0,1,0,1,1,1,-8.585658,41.148513,-0.052973999999998966,0.010674000000001627,-8.638632,41.159187
1,0,0,1,1,1,-8.673723,41.149665,0.00344700000000131,0.08801100000000162,-8.670276,41.237676
0,0,1,1,1,1,-8.61039,41.147793,-0.021212999999999482,0.0007110000000025707,-8.631603,41.148504
0,1,0,1,1,1,-8.604126,41.161059,-0.0022050000000000125,0.003951000000000704,-8.606331,41.16501
0,0,1,1,1,1,-8.606511,41.144643,-0.008252999999999844,0.0021149999999963143,-8.614764,41.146758
0,1,0,1,1,1,-8.617383,41.146083,-0.003392999999999091,0.009684000000000026,-8.620776,41.155767
0,1,0,1,1,1,-8.585658,41.148612,0.00911699999999982,-0.005085000000001116,-8.576541,41.143527
0,1,0,1,1,1,-8.605593,41.153517,-0.0017279999999999518,-0.0023309999999980846,-8.607321,41.151186
0,1,0,1,1,1,-8.612568,41.145957,-0.0397350000000003,0.033074999999996635,-8.652303,41.179032
0,1,0,1,1,1,-8.59131,41.16276,0.026783999999999253,-0.0112049999999968,-8.564526,41.151555
1,0,0,1,1,1,-8.606484,41.147874,-0.007676999999999268,-0.010376999999998304,-8.614161,41.137497
0,1,0,1,1,1,-8.606529,41.144616,-0.018639000000000294,0.022086000000001604,-8.625168,41.166702
0,0,1,1,1,1,-8.621064,41.160951,-0.012311999999999657,0.030411000000000854,-8.633376,41.191362
0,1,0,1,1,1,-8.585631,41.148396,-0.03517200000000109,-0.0051569999999969696,-8.620803,41.143239
0,1,0,1,1,1,-8.613936,41.141232,-0.02210399999999879,-0.0006660000000024979,-8.63604,41.140566
0,1,0,1,1,1,-8.600058,41.182722,-0.05454899999999974,-0.009116999999996267,-8.654607,41.173605
1,0,0,1,1,1,-8.607078,41.145777,0.021419999999999106,0.0030420000000006553,-8.585658,41.148819
1,0,0,1,1,1,-8.624385,41.153175,0.004355999999999582,-0.006335999999997455,-8.620029,41.146839
0,0,1,1,1,1,-8.614386,41.14116,-0.005427000000000959,-0.0035820000000015284,-8.619813,41.137578
1,0,0,1,1,1,-8.670474,41.151492,-0.010997999999998953,0.008721000000001311,-8.681472,41.160213
0,0,1,1,1,1,-8.610102,41.15214,-0.05999399999999966,0.08454599999999601,-8.670096,41.236686
0,1,0,1,1,1,-8.639883,41.159835,0.029465999999999326,-0.004590000000000316,-8.610417,41.155245
0,1,0,1,1,1,-8.619867,41.148018,0.034217999999999194,0.0008369999999970901,-8.585649,41.148855
0,1,0,1,1,1,-8.62758,41.157657,0.025479000000000696,-0.008172000000001844,-8.602101,41.149485
0,1,0,1,1,1,-8.579988,41.159268,-0.023381999999999792,0.00854100000000102,-8.60337,41.167809
0,1,0,1,1,1,-8.639928,41.159835,0.021231000000000222,-0.00751499999999794,-8.618697,41.15232
0,1,0,1,1,1,-8.610849,41.145705,0.014462999999999226,0.00020700000000317686,-8.596386,41.145912
1,0,0,1,1,1,-8.61237,41.148117,-0.05784300000000009,0.08933400000000091,-8.670213,41.237451
1,0,0,1,1,1,-8.681463,41.159646,0.059957999999999956,-0.012159000000004028,-8.621505,41.147487
0,1,0,1,1,1,-8.582823,41.180463,0.00037799999999954537,-0.0007920000000041227,-8.582445,41.179671
0,1,0,1,1,1,-8.60022,41.182704,-0.06987599999999894,0.05418000000000234,-8.670096,41.236884
0,1,0,1,1,1,-8.600166,41.182821,-0.06036300000000061,-0.0055440000000004375,-8.660529,41.177277
0,0,1,1,1,1,-8.568963,41.169681,-0.001250999999999891,-0.009980999999996243,-8.570214,41.1597
0,0,1,1,1,1,-8.6643,41.180823,0.016803000000001234,-0.007334999999997649,-8.647497,41.173488
0,0,1,1,1,1,-8.659116,41.160447,-0.010287000000001711,0.0197819999999993,-8.669403,41.180229
0,1,0,1,1,1,-8.630073,41.155344,-0.04013100000000058,0.08223300000000222,-8.670204,41.237577
0,1,0,1,1,1,-8.656785,41.161509,0.046034999999999826,-0.016047000000000367,-8.61075,41.145462
0,0,1,1,1,1,-8.619615,41.156388,-0.018629999999999924,0.013022999999996898,-8.638245,41.169411
0,1,0,1,1,1,-8.609364,41.151438,0.03221100000000021,0.021869999999999834,-8.577153,41.173308
0,0,1,1,1,1,-8.632368,41.16447,0.003987000000000407,-0.06587999999999994,-8.628381,41.09859
1,0,0,1,1,1,-8.619948,41.168745,0.007245000000001056,0.0007289999999997576,-8.612703,41.169474
0,1,0,1,1,1,-8.625348,41.148612,0.016182000000000585,-0.001142999999999006,-8.609166,41.147469
0,0,1,1,1,1,-8.614206,41.142987,0.0,0.0,-8.614206,41.142987
0,1,0,1,1,1,-8.599212,41.149125,-0.018792000000001252,-0.0019439999999946167,-8.618004,41.147181
1,0,0,1,1,1,-8.610957,41.145588,-0.034559999999999036,-0.001799999999995805,-8.645517,41.143788
0,1,0,1,1,1,-8.630388,41.157423,0.021447000000000216,-0.009981000000003348,-8.608941,41.147442
0,0,1,1,1,1,-8.597421,41.170563,0.0038879999999998915,-0.0031590000000036866,-8.593533,41.167404
0,1,0,1,1,1,-8.674074,41.15394,0.009926999999999353,0.004446000000001504,-8.664147,41.158386
1,0,0,1,1,1,-8.610552,41.140719,-0.0795060000000003,0.054558000000000106,-8.690058,41.195277
0,0,1,1,1,1,-8.616726,41.14251,-3.5999999999702936e-05,8.100000000155205e-05,-8.616762,41.142591
0,0,1,1,1,1,-8.613891,41.147028,0.05807700000000082,0.06086700000000178,-8.555814,41.207895
0,1,0,1,1,1,-8.56989,41.166,0.01418399999999842,-0.004400999999994326,-8.555706,41.161599
0,1,0,1,1,1,-8.628876,41.160969,-0.04228200000000015,-0.0071280000000015775,-8.671158,41.153841
1,0,0,1,1,1,-8.635239,41.172093,-0.016703999999998942,0.019494000000001677,-8.651943,41.191587
0,1,0,1,1,1,-8.600184,41.182695,-0.026495999999999853,0.03109500000000054,-8.62668,41.21379
0,1,0,1,1,1,-8.585613,41.148576,-0.011969999999999814,0.0024390000000025225,-8.597583,41.151015
0,1,0,1,1,1,-8.612325,41.172714,0.029268000000000072,0.008234999999999104,-8.583057,41.180949
0,1,0,1,1,1,-8.613261,41.154435,0.016802999999999457,0.002060999999997648,-8.596458,41.156496
0,0,1,1,1,1,-8.640792,41.160051,-0.029348999999999847,0.07707599999999815,-8.670141,41.237127
0,1,0,1,1,1,-8.608689,41.147802,0.06273900000000054,0.030374999999999375,-8.54595,41.178177
1,0,0,1,1,1,-8.595,41.165991,-0.017864999999998687,-0.00888299999999731,-8.612865,41.157108
0,1,0,1,1,1,-8.606943,41.150241,-0.0012059999999998183,0.009845999999996025,-8.608149,41.160087
0,1,0,1,1,1,-8.654589,41.152257,0.0,0.0,-8.654589,41.152257
0,1,0,1,1,1,-8.606457,41.144598,-0.013544999999998808,0.002907000000000437,-8.620002,41.147505
0,1,0,1,1,1,-8.654697,41.173623,-0.002511000000000152,0.0030959999999993215,-8.657208,41.176719
0,0,1,1,1,1,-8.619318,41.142519,0.018359999999999488,0.021752999999996803,-8.600958,41.164272
0,1,0,1,1,1,-8.627562,41.157936,0.020915999999999713,-0.006984000000002766,-8.606646,41.150952
1,0,0,1,1,1,-8.574705,41.142717,-0.04081500000000027,-8.099999999444663e-05,-8.61552,41.142636
1,0,0,1,1,1,-8.609418,41.17041,-0.07144199999999934,-0.011483999999995831,-8.68086,41.158926
0,0,1,1,1,1,-8.654985,41.173308,0.07880399999999987,-0.014400000000001967,-8.576181,41.158908
0,0,1,1,1,1,-8.611011,41.14557,-0.01501200000000047,0.0031590000000036866,-8.626023,41.148729
0,0,1,1,1,1,-8.611821,41.143302,0.005796000000000134,-0.024093000000000586,-8.606025,41.119209
0,1,0,1,1,1,-8.58564,41.148477,0.037808999999999315,0.027360000000001605,-8.547831,41.175837
1,0,0,1,1,1,-8.619984,41.146884,0.002762999999999849,0.0038789999999977454,-8.617221,41.150763
0,1,0,1,1,1,-8.585694,41.148603,-0.030554999999999666,0.011600999999998862,-8.616249,41.160204
1,0,0,1,1,1,-8.625699,41.165514,-0.020160000000000622,-0.007974000000004366,-8.645859,41.15754
1,0,0,1,1,1,-8.586261,41.143986,-0.025091999999999004,0.000846000000002789,-8.611353,41.144832
0,1,0,1,1,1,-8.612181,41.172804,0.005741999999999692,-0.007199999999997431,-8.606439,41.165604
1,0,0,1,1,1,-8.595045,41.153535,0.006201000000000789,0.011934000000003664,-8.588844,41.165469
0,1,0,1,1,1,-8.615547,41.140764,0.001682999999999879,0.03015900000000471,-8.613864,41.170923
0,1,0,1,1,1,-8.672796,41.1489,0.060579000000000605,0.0009180000000057476,-8.612217,41.149818
1,0,0,1,1,1,-8.575614,41.198904,0.036071999999998994,-0.0012600000000020373,-8.539542,41.197644
0,0,1,1,1,1,-8.655921,41.170428,0.06563699999999884,-0.012708000000003494,-8.590284,41.15772
1,0,0,1,1,1,-8.625888,41.157288,0.010448999999999486,-0.014516999999997893,-8.615439,41.142771
0,0,1,1,1,1,-8.614746,41.14755,-0.04049999999999976,0.004571999999996024,-8.655246,41.152122
0,0,1,1,1,1,-8.614035,41.166891,-0.014490000000000336,0.004410000000000025,-8.628525,41.171301
0,0,1,1,1,1,-8.621586,41.143761,0.007092000000000098,0.004482000000002984,-8.614494,41.148243
0,1,0,1,1,1,-8.665614,41.170698,0.037511999999999546,-0.018261000000002525,-8.628102,41.152437
0,1,0,1,1,1,-8.606556,41.14449,-0.06349500000000141,0.09261899999999912,-8.670051,41.237109
0,1,0,1,1,1,-8.609445,41.151186,-0.021348000000001477,0.0034199999999984243,-8.630793,41.154606
0,0,1,1,1,1,-8.607699,41.153517,-0.0010530000000006368,0.004643999999998982,-8.608752,41.158161
0,1,0,1,1,1,-8.612568,41.145939,0.004580999999999946,0.014220000000001676,-8.607987,41.160159
1,0,0,1,1,1,-8.622648,41.164029,0.03715200000000074,-0.015380999999997869,-8.585496,41.148648
0,0,1,1,1,1,-8.625933,41.150619,0.017234999999999445,0.007775999999999783,-8.608698,41.158395
1,0,0,1,1,1,-8.674947,41.163948,-0.006894000000000844,-0.0037529999999961206,-8.681841,41.160195
0,1,0,1,1,1,-8.639658,41.159529,0.027936000000000405,0.003348000000002571,-8.611722,41.162877
0,1,0,1,1,1,-8.582355,41.180562,0.0194939999999999,-0.039473999999998455,-8.562861,41.141088
1,0,0,1,1,1,-8.648802,41.18157,0.020168999999999215,-0.02459699999999998,-8.628633,41.156973
0,1,0,1,1,1,-8.628354,41.157369,-0.03138299999999994,0.0027539999999959264,-8.659737,41.160123
0,1,0,1,1,1,-8.609571,41.151285,0.011195999999999984,0.009270000000000778,-8.598375,41.160555
0,0,1,1,1,1,-8.649522,41.15421,0.03650399999999898,-0.013581000000002064,-8.613018,41.140629
0,0,1,1,1,1,-8.630181,41.158458,0.02418300000000073,-0.010224000000000899,-8.605998,41.148234
0,1,0,1,1,1,-8.614206,41.141241,-0.0010890000000003397,-0.0004500000000007276,-8.615295,41.140791
0,0,1,1,1,1,-8.603361,41.161806,-0.00374400000000108,0.014265000000001749,-8.607105,41.176071
1,0,0,1,1,1,-8.593776,41.160411,-0.012392999999999432,-0.016074000000003252,-8.606169,41.144337
1,0,0,1,1,1,-8.605323,41.173542,0.021618000000000137,-0.01015199999999794,-8.583705,41.16339
1,0,0,1,1,1,-8.603901,41.168961,-0.007514999999999716,0.00372600000000034,-8.611416,41.172687
1,0,0,1,1,1,-8.606421,41.174604,0.031175999999998538,-0.009450000000001069,-8.575245,41.165154
0,1,0,1,1,1,-8.612586,41.145903,-0.025748999999999356,0.012393000000002985,-8.638335,41.158296
0,0,1,1,1,1,-8.666487,41.15709,0.0568799999999996,-0.005319000000000074,-8.609607,41.151771
0,0,1,1,1,1,-8.614134,41.143023,0.004986000000000601,-0.004022999999996557,-8.609148,41.139
0,1,0,1,1,1,-8.654733,41.173533,0.007353000000000165,0.006695999999998037,-8.64738,41.180229
0,1,0,1,1,1,-8.585793,41.148576,-0.00957599999999914,0.006030000000002644,-8.595369,41.154606
0,1,0,1,1,1,-8.585658,41.148684,-0.04030199999999873,0.008648999999998352,-8.62596,41.157333
0,0,1,1,1,1,-8.65395,41.176674,-0.016469999999999985,0.06157800000000435,-8.67042,41.238252
1,0,0,1,1,1,-8.614026,41.146398,-0.06788699999999892,0.03381300000000209,-8.681913,41.180211
0,0,1,1,1,1,-8.649063,41.174586,0.021879000000000204,-0.004157999999996775,-8.627184,41.170428
0,1,0,1,1,1,-8.609688,41.151339,0.038412000000001,0.015389999999996462,-8.571276,41.166729
0,1,0,1,1,1,-8.585703,41.148603,-0.013931999999998723,0.003951000000000704,-8.599635,41.152554
0,1,0,1,1,1,-8.599167,41.149134,0.0314009999999989,0.004392000000002838,-8.567766,41.153526
1,0,0,1,1,1,-8.660502,41.158386,0.0403829999999985,-0.028764000000002454,-8.620119,41.129622
0,0,1,1,1,1,-8.616384,41.147145,-0.07189200000000007,0.02646000000000015,-8.688276,41.173605
0,1,0,1,1,1,-8.583966,41.16321,-0.03676499999999905,-0.014076000000002864,-8.620731,41.149134
1,0,0,1,1,1,-8.606448,41.156046,0.0019799999999996487,-0.006516000000004851,-8.604468,41.14953
0,1,0,1,1,1,-8.606475,41.144715,-0.02340000000000053,0.007929000000004294,-8.629875,41.152644
0,1,0,1,1,1,-8.58249,41.180661,0.014255999999999602,-0.021033000000002744,-8.568234,41.159628
0,1,0,1,1,1,-8.630208,41.157486,0.03229199999999999,0.0154980000000009,-8.597916,41.172984
0,1,0,1,1,1,-8.585919,41.148972,-0.024200999999999695,0.0046169999999960964,-8.61012,41.153589
