call_type_a,call_type_b,call_type_c,ORIGIN_CALL,ORIGIN_STAND,MISSING_DATA,lon_1st,lat_1st,delta_lon,delta_lat,lon_last,lat_last
0,0,1,1,1,1,-8.60868,41.147271,-0.011565000000000936,0.00035999999999347665,-8.620245,41.147631
0,0,1,1,1,1,-8.581419,41.161275,-0.03334499999999885,-0.0100620000000049,-8.614764,41.151213
0,1,0,1,1,1,-8.585721,41.14881,-0.11235600000000012,0.057303000000004545,-8.698077,41.206113
0,1,0,1,1,1,-8.628696,41.169789,0.08278199999999991,0.004491000000001577,-8.545914,41.17428
1,0,0,1,1,1,-8.607456,41.145444,0.021744000000001762,0.003410999999999831,-8.585712,41.148855
0,1,0,1,1,1,-8.600121,41.182758,-0.010232999999999493,-0.033642000000000394,-8.610354,41.149116
0,0,1,1,1,1,-8.624961,41.163345,-0.0009899999999998244,-0.006174000000001456,-8.625951,41.157171
0,1,0,1,1,1,-8.630793,41.154867,0.012429000000000912,0.009332999999998037,-8.618364,41.1642
1,0,0,1,1,1,-8.585604,41.17644,-0.028043999999999514,-0.03506399999999843,-8.613648,41.141376
1,0,0,1,1,1,-8.583183,41.16474,-0.002340000000000231,0.011753999999996267,-8.585523,41.176494
0,0,1,1,1,1,-8.596404,41.165163,0.0,0.0,-8.596404,41.165163
1,0,0,1,1,1,-8.625519,41.154219,-0.0051480000000001525,0.0007289999999997576,-8.630667,41.154948
1,0,0,1,1,1,-8.660187,41.159439,0.0502830000000003,0.001206000000003371,-8.609904,41.160645
0,1,0,1,1,1,-8.61111,41.14944,-0.03387599999999935,0.03777300000000139,-8.644986,41.187213
0,1,0,1,1,1,-8.649531,41.154228,-0.005130000000001189,0.0015119999999981815,-8.654661,41.15574
0,1,0,1,1,1,-8.609409,41.17725,-0.003842999999999819,-0.02267100000000255,-8.613252,41.154579
1,0,0,1,1,1,-8.660214,41.157261,0.028556999999999277,0.021914999999999907,-8.631657,41.179176
0,1,0,1,1,1,-8.606367,41.144607,-0.017253000000000185,0.03120299999999787,-8.62362,41.17581
0,1,0,1,1,1,-8.649756,41.154336,0.03630599999999973,-0.012878999999998086,-8.61345,41.141457
0,1,0,1,1,1,-8.609463,41.151258,-0.004607999999999279,-0.0012779999999992242,-8.614071,41.14998
0,1,0,1,1,1,-8.656812,41.161455,0.04441500000000076,-0.006335999999997455,-8.612397,41.155119
1,0,0,1,1,1,-8.576955,41.155362,-0.008658000000000499,-0.006569999999996412,-8.585613,41.148792
0,1,0,1,1,1,-8.617563,41.146146,-0.01622699999999888,0.020862000000001046,-8.63379,41.167008
1,0,0,1,1,1,-8.642043,41.160024,0.014426999999999524,-0.0043020000000026926,-8.627616,41.155722
0,1,0,1,1,1,-8.630631,41.154939,-0.03318300000000107,-0.002438999999995417,-8.663814,41.1525
0,1,0,1,1,1,-8.610768,41.145561,0.0006930000000000547,-0.0022769999999994184,-8.610075,41.143284
1,0,0,1,1,1,-8.627625,41.168664,-0.0560969999999994,0.015191999999998984,-8.683722,41.183856
0,1,0,1,1,1,-8.61759,41.146119,-0.0020970000000009037,0.019179000000001167,-8.619687,41.165298
0,0,1,1,1,1,-8.613423,41.146434,-0.05984100000000048,0.027341999999997313,-8.673264,41.173776
0,1,0,1,1,1,-8.649423,41.154219,0.015615000000000379,-0.015758999999995638,-8.633808,41.13846
0,1,0,1,1,1,-8.582463,41.180553,0.0006570000000003517,-0.008028000000003033,-8.581806,41.172525
1,0,0,1,1,1,-8.604432,41.143851,-0.08434800000000031,0.030204000000004783,-8.68878,41.174055
0,0,1,1,1,1,-8.660151,41.159466,0.02058300000000024,0.02978999999999843,-8.639568,41.189256
1,0,0,1,1,1,-8.608239,41.169789,0.007937999999999334,-0.005048999999999637,-8.600301,41.16474
1,0,0,1,1,1,-8.574732,41.142699,-0.010827000000000808,0.033848999999996465,-8.585559,41.176548
0,1,0,1,1,1,-8.585649,41.148567,-0.17107200000000056,0.22662900000000263,-8.756721,41.375196
0,1,0,1,1,1,-8.612541,41.14593,-0.05767200000000017,0.09152999999999878,-8.670213,41.23746
0,0,1,1,1,1,-8.614296,41.147352,0.06738299999999953,0.02274300000000551,-8.546913,41.170095
0,1,0,1,1,1,-8.627058,41.166909,-0.0207720000000009,-0.011879999999997892,-8.64783,41.155029
1,0,0,1,1,1,-8.612802,41.169708,-0.006740999999999886,0.008873999999998716,-8.619543,41.178582
0,0,1,1,1,1,-8.645787,41.164335,0.025650000000000617,-0.03475800000000362,-8.620137,41.129577
0,1,0,1,1,1,-8.609418,41.151213,0.032130000000000436,0.016749000000004344,-8.577288,41.167962
0,1,0,1,1,1,-8.665614,41.170698,0.037511999999999546,-0.018261000000002525,-8.628102,41.152437
1,0,0,1,1,1,-8.639361,41.167539,0.021509999999999252,0.007011000000005652,-8.617851,41.17455
0,1,0,1,1,1,-8.689347,41.168097,0.0463679999999993,-0.010800000000003251,-8.642979,41.157297
1,0,0,1,1,1,-8.646003,41.151375,0.034722000000000364,-0.005057999999998231,-8.611281,41.146317
0,1,0,1,1,1,-8.628795,41.161041,0.02353500000000075,-0.016811999999994498,-8.60526,41.144229
0,1,0,1,1,1,-8.64936,41.167224,-0.01440900000000056,-0.011447999999994352,-8.663769,41.155776
0,1,0,1,1,1,-8.612631,41.146011,-0.006587999999998928,0.025452000000001362,-8.619219,41.171463
0,1,0,1,1,1,-8.619921,41.147973,-0.0057600000000004314,-0.02158200000000221,-8.625681,41.126391
0,1,0,1,1,1,-8.580087,41.159403,-0.01421099999999953,-0.003122999999995102,-8.594298,41.15628
0,1,0,1,1,1,-8.610876,41.145543,-0.04180500000000009,0.03393899999999661,-8.652681,41.179482
0,1,0,1,1,1,-8.599203,41.149143,0.014129999999999754,0.025415999999999883,-8.585073,41.174559
0,1,0,1,1,1,-8.611119,41.149395,-0.018305999999999045,0.029780999999999835,-8.629425,41.179176
0,1,0,1,1,1,-8.604153,41.161068,0.015309000000000239,0.004455000000000098,-8.588844,41.165523
0,1,0,1,1,1,-8.610957,41.145849,0.025479000000000696,0.0028440000000031773,-8.585478,41.148693
0,1,0,1,1,1,-8.607123,41.150322,-0.013094999999999857,-0.0033570000000011646,-8.620218,41.146965
1,0,0,1,1,1,-8.574687,41.142762,-0.03177899999999845,0.00717300000000165,-8.606466,41.149935
1,0,0,1,1,1,-8.639172,41.166216,0.015624000000000748,-0.013922999999998353,-8.623548,41.152293
0,0,1,1,1,1,-8.641044,41.164569,0.01305000000000156,-0.006993000000001359,-8.627994,41.157576
0,1,0,1,1,1,-8.615556,41.140737,-0.054368999999999446,0.09593100000000021,-8.669925,41.236668
1,0,0,1,1,1,-8.638587,41.159016,0.02440799999999932,-0.012726000000000681,-8.614179,41.14629
0,1,0,1,1,1,-8.585685,41.14863,-0.05052599999999963,0.010449000000001263,-8.636211,41.159079
0,0,1,1,1,1,-8.627004,41.166963,-0.01255500000000076,-0.03884400000000454,-8.639559,41.128119
0,1,0,1,1,1,-8.582751,41.180382,0.025335000000000107,0.004266000000001213,-8.557416,41.184648
0,1,0,1,1,1,-8.610957,41.145678,-0.01961099999999938,0.006795000000003881,-8.630568,41.152473
0,1,0,1,1,1,-8.620983,41.161329,0.0,0.0,-8.620983,41.161329
1,0,0,1,1,1,-8.625879,41.157324,0.015146999999998911,-0.011250000000003979,-8.610732,41.146074
0,0,1,1,1,1,-8.606889,41.151096,0.018063000000001495,0.01397699999999702,-8.588826,41.165073
1,0,0,1,1,1,-8.671149,41.153661,-0.01067399999999985,0.005912999999999613,-8.681823,41.159574
0,1,0,1,1,1,-8.585766,41.148657,-0.059174999999999756,0.013815000000001021,-8.644941,41.162472
0,1,0,1,1,1,-8.585802,41.149008,-0.01814400000000127,-0.001971000000004608,-8.603946,41.147037
0,0,1,1,1,1,-8.604027,41.161194,-0.038231999999998934,0.003968999999997891,-8.642259,41.165163
1,0,0,1,1,1,-8.681643,41.156964,0.03185099999999963,-0.002529000000002668,-8.649792,41.154435
1,0,0,1,1,1,-8.667414,41.161653,-0.004400999999999655,-0.012078000000002476,-8.671815,41.149575
0,1,0,1,1,1,-8.585649,41.148549,-0.003762000000000043,0.01468799999999959,-8.589411,41.163237
0,1,0,1,1,1,-8.665542,41.170725,0.028836000000000084,-0.011744999999997674,-8.636706,41.15898
0,1,0,1,1,1,-8.649486,41.167368,0.04945500000000003,-0.018693000000006066,-8.600031,41.148675
0,0,1,1,1,1,-8.612505,41.140476,0.05211900000000114,0.014066999999997165,-8.560386,41.154543
0,0,1,1,1,1,-8.61588,41.147307,0.015930000000000888,0.005058000000005336,-8.59995,41.152365
0,0,1,1,1,1,-8.637552,41.173362,0.02135700000000007,-0.017576999999995735,-8.616195,41.155785
1,0,0,1,1,1,-8.633628,41.173236,-0.02766599999999997,-0.0255600000000058,-8.661294,41.147676
0,1,0,1,1,1,-8.580087,41.15943,0.012987000000000748,0.011924999999997965,-8.5671,41.171355
0,1,0,1,1,1,-8.585667,41.148567,-0.029537999999998732,0.039059999999999206,-8.615205,41.187627
1,0,0,1,1,1,-8.664768,41.163129,0.04453200000000024,-0.033533999999995956,-8.620236,41.129595
0,1,0,1,1,1,-8.609598,41.160492,0.004689000000000831,-0.002078999999994835,-8.604909,41.158413
1,0,0,1,1,1,-8.682255,41.159043,0.0171449999999993,-0.006785999999998182,-8.66511,41.152257
0,0,1,1,1,1,-8.596755,41.127606,-0.07360199999999928,0.11049299999999818,-8.670357,41.238099
0,1,0,1,1,1,-8.609283,41.147721,0.009224999999998929,-0.0033929999999955385,-8.600058,41.144328
0,1,0,1,1,1,-8.609643,41.151294,-0.014732999999999663,0.02822400000000158,-8.624376,41.179518
0,1,0,1,1,1,-8.58564,41.14854,-0.0513899999999996,0.00419400000000536,-8.63703,41.152734
1,0,0,1,1,1,-8.561664,41.15367,-0.022967999999998767,0.0069480000000012865,-8.584632,41.160618
0,1,0,1,1,1,-8.606961,41.144814,0.0023850000000003035,0.013914000000006865,-8.604576,41.158728
1,0,0,1,1,1,-8.607816,41.146263,-0.062414999999999665,0.09119700000000108,-8.670231,41.23746
0,1,0,1,1,1,-8.628336,41.15736,-0.02385900000000163,0.011916000000006477,-8.652195,41.169276
0,1,0,1,1,1,-8.627166,41.151987,-0.03306599999999982,0.018000000000000682,-8.660232,41.169987
0,1,0,1,1,1,-8.585649,41.14854,-0.014364000000000487,0.011025000000003615,-8.600013,41.159565
0,0,1,1,1,1,-8.66925,41.236632,-6.30000000008124e-05,0.0005400000000008731,-8.669313,41.237172
0,1,0,1,1,1,-8.615547,41.140683,-0.02117699999999978,0.018800999999996293,-8.636724,41.159484
0,1,0,1,1,1,-8.610768,41.145714,0.02472299999999983,0.002754000000003032,-8.586045,41.148468
0,0,1,1,1,1,-8.613702,41.146011,0.008234999999999104,0.0006479999999982056,-8.605467,41.146659
0,1,0,1,1,1,-8.627904,41.175477,0.013769999999999172,-0.02959200000000095,-8.614134,41.145885
0,1,0,1,1,1,-8.617617,41.146065,0.012014999999999887,0.0008369999999970901,-8.605602,41.146902
1,0,0,1,1,1,-8.636778,41.152734,0.04092299999999938,0.013868999999999687,-8.595855,41.166603
0,0,1,1,1,1,-8.602524,41.155776,-0.08629199999999848,0.018071999999996535,-8.688816,41.173848
0,1,0,1,1,1,-8.585622,41.148567,-0.03444299999999956,0.0011610000000032983,-8.620065,41.149728
1,0,0,1,1,1,-8.583102,41.164677,-0.013868999999999687,0.01827000000000112,-8.596971,41.182947
0,0,1,1,1,1,-8.577513,41.160807,0.0,0.0,-8.577513,41.160807
0,1,0,1,1,1,-8.615592,41.140683,0.006542999999998855,0.0021509999999977936,-8.609049,41.142834
0,1,0,1,1,1,-8.582508,41.180436,-0.02997899999999909,-0.03216600000000369,-8.612487,41.14827
0,0,1,1,1,1,-8.569773,41.159025,0.0042840000000001766,0.01592099999999874,-8.565489,41.174946
0,1,0,1,1,1,-8.612352,41.146074,-0.05508000000000024,0.02344500000000238,-8.667432,41.169519
1,0,0,1,1,1,-8.611146,41.162571,0.0022500000000000853,0.013986000000002718,-8.608896,41.176557
1,0,0,1,1,1,-8.67924,41.155614,0.009090000000000487,0.08152199999999965,-8.67015,41.237136
0,1,0,1,1,1,-8.674056,41.153967,0.0,0.0,-8.674056,41.153967
0,1,0,1,1,1,-8.649603,41.167332,-0.05996699999999855,0.053945999999996275,-8.70957,41.221278
0,0,1,1,1,1,-8.571186,41.179527,-0.08002799999999866,0.00220499999999646,-8.651214,41.181732
0,1,0,1,1,1,-8.606565,41.144742,-0.05895899999999976,0.01851299999999867,-8.665524,41.163255
1,0,0,1,1,1,-8.624313,41.179482,0.013068000000000524,-0.03323699999999974,-8.611245,41.146245
1,0,0,1,1,1,-8.678448,41.155479,0.02585700000000024,0.016478999999996802,-8.652591,41.171958
0,0,1,1,1,1,-8.666685,41.157171,-0.007641000000001341,0.023247000000004903,-8.674326,41.180418
0,0,1,1,1,1,-8.664705,41.150313,-0.005228999999999928,0.08613900000000285,-8.669934,41.236452
0,1,0,1,1,1,-8.629983,41.154561,-0.02713500000000124,0.031805999999996004,-8.657118,41.186367
0,1,0,1,1,1,-8.628795,41.160996,-0.02568600000000032,-0.005264999999994302,-8.654481,41.155731
0,1,0,1,1,1,-8.628858,41.160996,0.008774999999999977,-0.013931999999996947,-8.620083,41.147064
0,0,1,1,1,1,-8.632314,41.164425,-0.06884100000000082,0.027341999999997313,-8.701155,41.191767
1,0,0,1,1,1,-8.585775,41.174649,-0.056547000000000125,-0.014417999999999154,-8.642322,41.160231
1,0,0,1,1,1,-8.647182,41.157018,-0.025595999999998398,-0.008811000000001457,-8.672778,41.148207
1,0,0,1,1,1,-8.653851,41.156883,0.004058999999999813,0.01823399999999964,-8.649792,41.175117
0,1,0,1,1,1,-8.585631,41.148576,-0.025299000000000404,0.0019800000000032014,-8.61093,41.150556
0,1,0,1,1,1,-8.612586,41.14584,0.009783000000000541,0.00913500000000056,-8.602803,41.154975
1,0,0,1,1,1,-8.600319,41.182614,-0.030203999999999454,-0.058661999999998216,-8.630523,41.123952
1,0,0,1,1,1,-8.570484,41.15862,-0.0022050000000000125,0.007263000000001796,-8.572689,41.165883
0,1,0,1,1,1,-8.613252,41.154399,0.03225599999999851,0.016074000000003252,-8.580996,41.170473
0,1,0,1,1,1,-8.627229,41.151951,-0.04278599999999955,0.08471700000000482,-8.670015,41.236668
0,1,0,1,1,1,-8.589222,41.16969,-0.036450000000000315,-0.018143999999999494,-8.625672,41.151546
0,1,0,1,1,1,-8.610831,41.145561,-0.007956000000000074,-0.008622000000002572,-8.618787,41.136939
0,1,0,1,1,1,-8.615493,41.140692,0.05310000000000059,0.004166999999995369,-8.562393,41.144859
1,0,0,1,1,1,-8.608815,41.153589,0.0034829999999992367,-0.00039599999999495594,-8.605332,41.153193
0,0,1,1,1,1,-8.583021,41.180481,-0.003114000000000061,-0.030662999999996998,-8.586135,41.149818
0,0,1,1,1,1,-8.609796,41.154246,0.009260999999998631,-0.009557999999998401,-8.600535,41.144688
0,0,1,1,1,1,-8.625411,41.162112,0.02285099999999929,-0.012914999999999566,-8.60256,41.149197
1,0,0,1,1,1,-8.617176,41.159772,0.007506000000001123,-0.011150999999998135,-8.60967,41.148621
1,0,0,1,1,1,-8.627841,41.152293,-0.003401999999999461,0.008091000000000292,-8.631243,41.160384
0,0,1,1,1,1,-8.606889,41.146848,0.0018180000000000973,-0.021626999999995178,-8.605071,41.125221
0,0,1,1,1,1,-8.60724,41.12604,-0.030285000000001006,-0.018189000000006672,-8.637525,41.107851
1,0,0,1,1,1,-8.535654,41.181318,-0.050976000000000354,-0.011258999999995467,-8.58663,41.170059
0,1,0,1,1,1,-8.6499,41.15448,0.06430500000000094,-0.005679000000000656,-8.585595,41.148801
0,1,0,1,1,1,-8.614089,41.141322,0.04691700000000054,-0.008406000000000802,-8.567172,41.132916
0,1,0,1,1,1,-8.630244,41.154516,-0.013563000000001324,0.0061199999999956844,-8.643807,41.160636
0,1,0,1,1,1,-8.632422,41.164407,0.0268739999999994,-0.03427199999999431,-8.605548,41.130135
0,1,0,1,1,1,-8.649648,41.167296,-0.011871000000001075,-0.009512999999998328,-8.661519,41.157783
0,0,1,1,1,1,-8.658603,41.155029,0.00028799999999939985,8.100000000155205e-05,-8.658315,41.15511
0,0,1,1,1,1,-8.63073,41.154912,0.018945000000000434,-0.008847000000002936,-8.611785,41.146065
0,1,0,1,1,1,-8.608716,41.147793,-0.013878000000000057,0.016533000000002573,-8.622594,41.164326
1,0,0,1,1,1,-8.593875,41.157675,-0.026342999999998895,-0.010034999999994909,-8.620218,41.14764
0,1,0,1,1,1,-8.606385,41.144634,-0.009234000000001075,0.0,-8.615619,41.144634
0,0,1,1,1,1,-8.608275,41.142708,-0.0001619999999995514,-0.0003869999999963625,-8.608437,41.142321
1,0,0,1,1,1,-8.606538,41.147892,-0.04217399999999927,-0.006164999999995757,-8.648712,41.141727
0,1,0,1,1,1,-8.591319,41.16267,0.0035640000000007888,0.010593000000000075,-8.587755,41.173263
0,0,1,1,1,1,-8.61552,41.140692,0.002700000000000813,0.007443000000002087,-8.61282,41.148135
0,1,0,1,1,1,-8.602884,41.179653,0.037808999999999315,0.008306999999994957,-8.565075,41.18796
0,1,0,1,1,1,-8.630082,41.157531,0.04003200000000007,0.0192960000000042,-8.59005,41.176827
0,0,1,1,1,1,-8.648973,41.154723,0.0011790000000004852,-0.004337999999997066,-8.647794,41.150385
1,0,0,1,1,1,-8.579952,41.155524,-0.022005000000000052,0.001781999999998618,-8.601957,41.157306
0,1,0,1,1,1,-8.612415,41.146029,0.009396000000000626,0.03778199999999998,-8.603019,41.183811
0,1,0,1,1,1,-8.582499,41.180328,0.016533000000000797,-0.00714600000000587,-8.565966,41.173182
1,0,0,1,1,1,-8.613837,41.141034,0.006714000000000553,-0.016721999999994352,-8.607123,41.124312
0,1,0,1,1,1,-8.639874,41.159808,0.025191000000001296,-0.018845999999996366,-8.614683,41.140962
0,0,1,1,1,1,-8.609895,41.153697,0.01116000000000028,0.011592000000000269,-8.598735,41.165289
0,0,1,1,1,1,-8.612784,41.148234,-0.004967999999999861,-0.0016110000000040259,-8.617752,41.146623
0,1,0,1,1,1,-8.606079,41.144499,-0.06861600000000045,0.12327299999999752,-8.674695,41.267772
0,1,0,1,1,1,-8.585622,41.148549,-0.05815799999999882,0.006038999999994132,-8.64378,41.154588
1,0,0,1,1,1,-8.620209,41.14692,0.05817599999999956,-0.00531000000000148,-8.562033,41.14161
0,1,0,1,1,1,-8.599239,41.14917,-0.01869299999999896,-0.002078999999994835,-8.617932,41.147091
1,0,0,1,1,1,-8.670753,41.15745,0.05572800000000022,-0.011727000000000487,-8.615025,41.145723
0,1,0,1,1,1,-8.609265,41.15115,0.02336400000000083,0.011600999999998862,-8.585901,41.162751
1,0,0,1,1,1,-8.62659,41.178519,0.01177200000000056,-0.032733000000000345,-8.614818,41.145786
0,1,0,1,1,1,-8.628858,41.161005,-0.04878900000000108,0.019043999999993844,-8.677647,41.180049
0,0,1,1,1,1,-8.610903,41.145678,-0.016047000000000367,0.023895000000003108,-8.62695,41.169573
0,0,1,1,1,1,-8.613189,41.173056,-0.04193099999999994,0.005210999999995636,-8.65512,41.178267
0,1,0,1,1,1,-8.585631,41.148441,-0.007101000000000468,-0.0009809999999959018,-8.592732,41.14746
0,0,1,1,1,1,-8.607924,41.160087,0.032246999999999915,0.027143999999999835,-8.575677,41.187231
0,1,0,1,1,1,-8.612514,41.145966,-0.017028000000001597,0.019494000000001677,-8.629542,41.16546
0,1,0,1,1,1,-8.674092,41.153859,0.028755000000000308,0.01771200000000306,-8.645337,41.171571
0,0,1,1,1,1,-8.609814,41.151006,-0.010142999999999347,0.01938599999999724,-8.619957,41.170392
0,0,1,1,1,1,-8.613045,41.140395,0.002727000000000146,0.013581000000002064,-8.610318,41.153976
0,1,0,1,1,1,-8.585658,41.148513,-0.09649800000000042,0.012383999999997286,-8.682156,41.160897
0,0,1,1,1,1,-8.654931,41.168439,0.7031069999999993,0.31364100000000406,-7.951824,41.48208
0,0,1,1,1,1,-8.589303,41.169708,0.005058000000000007,-0.006560999999997819,-8.584245,41.163147
0,0,1,1,1,1,-8.638578,41.159304,0.03179700000000096,0.008910000000000196,-8.606781,41.168214
1,0,0,1,1,1,-8.670465,41.151429,0.03142800000000001,0.011259000000002573,-8.639037,41.162688
0,1,0,1,1,1,-8.619741,41.147946,-0.005570999999999771,0.009423000000005288,-8.625312,41.157369
0,0,1,1,1,1,-8.660871,41.154678,0.0,-9.000000000014552e-05,-8.660871,41.154588
0,0,1,1,1,1,-8.626671,41.152167,0.0007739999999998304,0.00020700000000317686,-8.625897,41.152374
0,1,0,1,1,1,-8.582607,41.180463,0.011402999999999608,-0.04049100000000294,-8.571204,41.139972
0,0,1,1,1,1,-8.649846,41.162112,0.04536000000000051,-0.012599999999999056,-8.604486,41.149512
1,0,0,1,1,1,-8.652078,41.157324,0.04316399999999909,-0.01413000000000153,-8.608914,41.143194
0,1,0,1,1,1,-8.648667,41.178555,0.03228299999999962,0.014319000000000415,-8.616384,41.192874
0,1,0,1,1,1,-8.585604,41.148531,0.015093000000000245,0.008414999999999395,-8.570511,41.156946
0,0,1,1,1,1,-8.655768,41.170995,0.0,6.300000000436512e-05,-8.655768,41.171058
0,1,0,1,1,1,-8.628705,41.169798,-0.007236000000000686,-0.00723599999999891,-8.635941,41.162562
0,0,1,1,1,1,-8.60697,41.145741,-0.06107399999999963,0.09105300000000227,-8.668044,41.236794
0,0,1,1,1,1,-8.612748,41.140449,0.0011519999999993757,0.005643000000006282,-8.611596,41.146092
0,1,0,1,1,1,-8.591382,41.162796,-0.09472500000000039,0.010871999999999105,-8.686107,41.173668
0,1,0,1,1,1,-8.64945,41.167251,0.011321999999999832,0.011664000000003227,-8.638128,41.178915
0,0,1,1,1,1,-8.637579,41.151978,0.027630000000000265,0.0011700000000018917,-8.609949,41.153148
0,0,1,1,1,1,-8.617653,41.146047,-0.012563999999999353,0.012419999999998765,-8.630217,41.158467
0,0,1,1,1,1,-8.664606,41.162985,0.028835999999998307,-0.0035549999999986426,-8.63577,41.15943
0,1,0,1,1,1,-8.628417,41.157567,-0.01854900000000015,0.006039000000001238,-8.646966,41.163606
0,1,0,1,1,1,-8.600139,41.182695,0.01655099999999976,-0.0015300000000024738,-8.583588,41.181165
0,0,1,1,1,1,-8.619822,41.148,0.055727999999998445,-0.015597000000006744,-8.564094,41.132403
0,1,0,1,1,1,-8.615529,41.140728,-0.012969000000000008,0.014426999999997747,-8.628498,41.155155
0,0,1,1,1,1,-8.598861,41.165559,-0.014264999999999972,0.001520999999996775,-8.613126,41.16708
